ID,Text,Label 
52,"Análise: temporada regular da WSL termina com domínio brasileiro e gosto amargo Brasil repete primeiro e quarto lugares, tem quatro surfistas no top-10 como ano passado, mas sofre com a possibilidade de não ter Gabriel Medina nas Olimpíadas de Paris 2024 Terminou a temporada regular, com o gosto amargo de vermos Gabriel Medina bater na trave depois de um ano abaixo de suas possibilidades. Filipe Toledo comprova que é o melhor surfista no Circuito Mundial ao repetir o primeiro lugar no ranking da WSL e, como ano passado, o Brasil leva dois surfistas ao Finals, com Joao Chianca Chumbinho na quarta colocação. Novamente temos quatro surfistas no Top 10. Medina ficou em sexto e Yago Dora, em sétimo. Em 2022, terminamos a temporada regular com Filipinho em primeiro, Italo Ferreira em quarto, Miguel Pupo em sexto (a menos de cem pontos do quinto lugar) e Caio Ibelli em oitavo. Tatiana Weston-Webb, acabou em oitavo e pela primeira vez desde a criação do Finals não disputará o título em Trestles. Um ano parecido com a temporada passada. Além de Filipinho, Ethan Ewing, terceiro do ranking, e Jack Robinson, quinto, voltam a aparecer entre os finalistas. Griffin Colapinto, segundo, e Chumbinho, quarto, entram nos lugares de Italo e Kanoa Igarashi. Desde já podemos falar que Filipinho é favorito e a maior ameaça será mesmo o local Colapinto. A final em Teahupoo ainda está doendo. Medina fez um campeonato espetacular, era o cara que estava surfando melhor no final day, mas perdeu a decisão e a chance de fazer uma bateria pela vaga olímpica contra Chumbinho no Finals. A equipe brasileira por enquanto é Filipinho e Chumbinho, mas Medina ainda pode se classificar se o Brasil for campeão do ISA-Games 2024, em El Salvador, onde será representado por estes três surfistas. A notícia dá uma animada depois da noite de quarta, em que vimos Robinson virar a final com estratégia e muita, mas muita frieza. Costuma-se dizer que nas veias dos surfistas corre água do mar. Nas de Robinson, a temperatura desta água salgado é a mesma dos mares da Austrália, congelantes. Lógico que depois de duas etapas com vitórias brasileiras sem críticas aos juízes e à WSL, apareceram, com menos veemência, é verdade, as mesmas reclamações contra o julgamento. A primeira nota do Robinson poderia ter sido um pouco menor, comparada com as do Medina, poderia, mas a segunda nota do australiano também me pareceu um pouco baixa, comparando com a outra onda dele. Bateria equilibrada e vencida na estratégia do Robbo. É muito difícil não entrar no jogo do Medina, que começa em alto ritmo e busca vantagem para o adversário sentir-se pressionado. Com John John Florence, nas quartas, e Barron Mamiya, na semi, funcionou. JJ, um monstro em Teahupoo, entrou na pilha, não segurou a prioridade várias vezes em ondas que fecharam e foi massacrado. O australiano ficou ali, paradão, no ponto que escolheu para surfar, esperando as melhores sem se abalar, mesmo com Medina marcando mais de 15 pontos. Robinson pegou sua primeira onda quase na metade da bateria, faltando 21min40. Medina nem esquentou com a prioridade, dropando uma onda fechada menos de um minuto depois. Em apenas uma ocasião Robinson desperdiçou a prioridade numa onda que não rendeu. Vamos falar do Robinson também. Desde o ano passado se mostra um ótimo competidor, é excelente em tubos e se defende muito bem nas manobras, além de ter uma força mental incrível. O australiano começou a temporada a toda, vencendo em Pipe, chegando na semifinal em Sunset e na final em Portugal. Depois, se machucou seriamente em Bells, não pode competir em Margaret, sua casa, onde defendia o título, voltou ainda sem muito ritmo, foi mal em três etapas e conseguiu a vaga na última bateria do ano. Digno de aplausos. Vamos a atuações dos brasileiros: GABRIEL MEDINA (vice-campeão) Ranking: 6º Um dos melhores surfistas de toda a etapa, Medina foi o melhor do final day, atropelando John John e Mamiya. Até a final, o brasileiro só enfrentou havaianos, sempre bons em condições como de Teahupoo. Teve um caminho difícil, mas que fez parecer fácil, tamanha sua intimidade com esta onda. Já começou vencendo o primeiro round contra Seth Moniz e Mamiya com 16,10 e duas notas excelentes: 8,10 e 8. No round de 16, reencontrou Moniz, mais uma nota excelente e outra vitória tranquila (14,17 a 8,77). Veio o clássico contra John John, bateria com cara de semi ou de final, mas disputada nas quartas. Medina estava indomável e John não viu onda, ficando numa kombi humilhante (16,10 x 10,10). Com a mesma tática de brigar pela colocação no pico pela primeira onda, abrir bem a bateria e manter o adversário sempre sobre pressão, Medina já começou a semifinal com um nove e Mamiya nunca pareceu ameaçar: 13,33 x 5,77. Sobre a final já escrevi, né!? Só não falara ainda que Medina ficou a poucos metros de sair de um tubo que certamente lhe daria a virada, faltando cerca de cinco minutos, mas depois, sem prioridade, não teve mais chances, Robinson 15,66 a 15. YAGO DORA - 5º lugar Ranking: 7º Para quem pela primeira vez chegou na última etapa com chances de se classificar e sob a pressão de não poder errar, Yago foi bastante bem em Teahupoo. Numa hora difícil do mar, soube aproveitar as poucas oportunidades para marcar 10,50 pontos e superar Kelly Slater (9,34) e Ian Gentil (9,06). Nas oitavas reencontrou Slater, que o eliminara ano passado nesta mesma fase. O enredo parecia se repetir, com o GOAT vencendo até o finzinho, quando Yago conseguiu um oito lindo e virou na que talvez tenha sido a última bateria do mito numa temporada regular: 14,50 a 14,26. Nas quartas travou uma batalha de vida ou morte com o amigo e parceiro de treino e de viagens, que ainda tem o mesmo técnico, seu pai. Robbo dominou a bateria, mas Yago, que estava precisando de quase nove para virar, pegou um ótimo tubo e quase completou um áereo numa onda novamente ao apagar das luzes e marcou 7,10. Se completasse o aéreo poderia até virar (vai saber o que iria passar na cabeça dos juízes pensando: aéreo pode decidir bateria em Teahupoo?) FILIPE TOLEDO (9º lugar) Ranking: 1º Filipinho tinha um objetivo em Teahupoo e cumpriu: garantir o primeiro lugar no ranking e o privilégio de já estar na grande final de Trestles. Como ano passado, ele vai esperar o vencedor dos mata-matas do quinto ao segundo para decidir o título em melhor de três. Para isso, bastava chegar na nona colocação, o que significava vencer uma bateria. Tratou de aproveitar um mar inconsistente do primeiro dia para vencer a bateria do primeiro round, com 11,00, contra 8,96 de Liam O’Brien e 7,07 de Matahi Drollet, seu amigo e consultor para as ondas de Teahupoo. Na fase seguinte, passivo, foi atropelado pelo também local Mihimana Braye, ficando na kombi por 15.5 a 5.73. Filipinho fica desconfortável nessa onda, tem dificuldades não apenas por causa dos perigos, mas sofre com posicionamento e leitura do swell. O próprio revelou estas deficiências para mim em entrevista publicada antes de Bells e disse que pretende se dedicar mais a esta onda para buscar um desempenho melhor. Dito isto, tenho de discordar das críticas acima do tom que Filipinho vem recebendo. Além da dificuldade natural, havia o risco de uma lesão às vésperas do Finals, onde é o maior favorito e já está na decisão. Poucos dias antes Ethan Ewing se machucou nos treinos em Teahupoo e sabemos que é uma onda que, mesmo não estando grande, pode causar danos. Na mesma entrevista, Filipinho falou sobre aprender a jogar o jogo. Referia-se à percepção sobre a direção que o critério de julgamento estava tomando e passou a economizar nos aéreos e abusar do surfe de borda. Porém, tomar cuidados extras para o Finals também é saber jogar o jogo e mostra que ele não está preocupado com o que vão falar sobre seu desempenho em Teahupoo. De qualquer maneira, para buscar um bom resultado em Teahupoo, seja nas olimpíadas ou na etapa da WSL, precisa se dedicar, treinar, ganhar quilometragem nessa onda. Espero que ele esteja disposto a pagar este preço, para poder chegar com chances de medalha nas Olimpíadas. JOÃO CHIANCA (17º lugar) Ranking: 4º Ao contrário de Yago, Chumbinho pareceu sentir a pressão em Teahupoo. Precisava vencer apenas uma bateria para se garantir no Finals. As condições não estavam do jeito que o brasileiro gosta, as ondas quebradas e com tubos esmagados eram mais difíceis para os regulars, tinha tudo isso, mas Chumbinho ficou devendo. Ninguém duvida que se o mar estiver grande, clássico, ele é um dos melhores, porque domina como poucos a técnica de dropar na parte mais crítica e se manter vivos nos caroços, mas a janela dos Jogos serão de apenas quatro dias. Podemos encontrar qualquer tipo de condição, inclusive as que encontramos agora. Na primeira fase, ele e o local Kauli Vaast eram favoritos, mas quem venceu foi Jordy Smith, classificado como zebra por mim no meu texto que analisou as baterias do primeiro round. O sul-africano venceu com 11,93, enquanto Chumbinho fez apenas 6,80 e Vaast, 4,07. Chumbinho enfrentou Vaast novamente na repescagem, marcando somente 4,90, contra 13,00 do taitiano. Ficou devendo e deixou muita gente preocupado para os Jogos. É um garoto determinado e tem a orientação de Luiz Pinga, acredito que vai trabalhar bastante a parte metal para chegar mais bem preparado. De qualquer maneira, vale a torcida por um mar bem cabuloso. CAIO IBELLI (17º lugar) Ranking: 18º Segunda metade da temporada do Caio continua na mesma batida. Muito fraca. Conseguiu se manter no top 10 mesmo com performances bem abaixo de seu potencial, mas a derrota na repescagem foi esquisita. Com um bom 7,67, precisava de 3,33 para virar contra Liam O’Briem. A última onda parecia que daria a virada facilmente, mas foi anunciada 3,17, sendo que três juízes deram 3,5 e dois, 2,5. Diferenças de um ponto nem são tão raras, mas em pontuações mais altas. Nas menores, nem tem tanto espaço para uma diferença de um ponto. Era para ter levado essa bateria Caio, porém, foi outro regular a sofrer com as condições difíceis de Teahupoo. Antes da etapa escrevi que para ele seria melhor que as ondas estivesse maiores. Manteve o estilo atirado, mas teve muitas dificuldades para encontrar a saída do tubo. Na primeira fase ficou em terceiro, com 7,67, na bateria vencida por Mihimina Braye, que marcou 12,60. Colapinto foi o segundo com 10,67. Depois, teve a bateria do 3,17, na qual Liam venceu por 11 a 10,84. TATIANA WESTON-WEBB (5º lugar) Ranking: 8º Tati chegou com remotas chances de se classificar. Teria de ser campeã e torcer para uma série improvável de resultados. Parou nas quartas, mas não surfou mal. Soube superar as dificuldades do mar para vencer a bateria da primeira fase, marcando 8,50, contra 5,86 de Carissa Moore e apenas 2,96 da local Aelan Vaast, irmã de Kauli. Na repescagem fez bateria bem equilibrada com Tyler Wrigth, que venceu por 12,50 a 12,26. Nos poucos momentos melhores do mar em que esteve na água, Tati, por enquanto a única brasileira nas Olimpíadas, mostrou que é um nome forte em Teahupoo e vai chegar aos Jogos com chances de brigar pela medalha. Boas Ondas!!",E
53,"Medina ficará com vaga olímpica caso Brasil vença ISA Games; entenda CBSurf anuncia critérios de convocação para competição classificatória para Paris e destaca que terceiro representante vai diretamente para o terceiro colocado do ranking Daqui a menos de um ano, surfistas vão representar os seus países nas Olimpíadas de Paris, que serão disputadas nas ondas de Teahupoo, no Taiti. Na categoria masculina, duas vagas já estão garantidas para o Brasil. Filipe Toledo e João Chianca foram os brasileiros mais bem ranqueados nesta temporada da WSL e carimbaram suas viagens para a maior ilha da Polinésia Francesa em 2024. O país ainda pode conquistar uma terceira vaga nos Jogos, mas vai depender de uma eventual vitória no ISA Games do ano que vem, em Porto Rico. Lembrando que esta vaga é definida por gênero. Se um trio masculino vencer, um homem ganha o espaço. Se um trio feminino levar a melhor, uma mulher se classifica. Gabriel Medina ficaria com a vaga extra no masculino, segundo os critérios divulgados pela Confederação Brasileira de Surf. - Filipe e o João ( brasileiros mais bem ranqueados na WSL) têm que participar do ISA Games. A terceira vaga dos jogos irá para o terceiro lugar no WCT. No caso, hoje é o Gabriel (Medina). Essa vai ser a equipe ISA Games: João, Filipe e Gabriel Medina. Ganhando o ISA Games, a terceira vaga extra das Olimpíadas irá exatamente para o terceiro atleta da equipe. Se o Brasil conquistar (na categoria masculina), a vaga é do Gabriel Medina - explicou Paulo Moura. Gabriel Medina chegou perto de conseguir um lugar no top 5 do ranking, mas perdeu na final em Teahupoo para Jack Robinson. Ele terminou esta temporada de 2023 em sexto lugar no ranking da WSL. Com esta recuperação na décima etapa do tour, o tricampeão terminou como o terceiro brasileiro mais bem ranqueado na elite. Então, em caso de vitória brasileira no ISA Games, em Porto Rico, Medina ficará com a vaga extra das Olimpíadas. Lembrando que a categoria masculina e a feminina estão em diferentes prateleiras. Se os homens do Brasil vencerem em Porto Rico, a vaga extra irá para Medina. Se as mulheres vencerem, a vaga irá para a categoria feminina. Além de Toledo e Chianca, Tatiana Weston-Webb está com a vaga garantida em Teahupoo. Ela terminou em oitava lugar no ranking da WSL. E, como ela é a única brasileira na elite feminina, carimbou sua passagem para os Jogos Olímpicos em 2024. Tati vai representar o país no próximo Isa Games. Luana Silva - brasileira mais bem ranqueada no Challenger Series - e a próxima campeã nacional de 2023 vão completar o time em Porto Rico na categoria feminina. Em caso de vitória, a vaga extra iria para a melhor representante do país na competição que ainda não estiver elegível.",E
54,"Medina perde no Taiti e está fora do Finals; Chianca se garante em Paris 2024 Brasileiro tricampeão mundial é superado na final pelo australiano Jack Robinson. Entenda consequências Gabriel Medina bateu na trave pelo tricampeonato da etapa de Teahupoo do Circuito Mundial de Surfe. O brasileiro foi superado na final pelo australiano Jack Robinson. Com o resultado, Medina fica fora do Finals e da disputa por uma vaga em Paris 2024 através da WSL. Por outro lado, João Chianca se juntou a Filipe Toledo e carimbou o passaporte para a próxima edição das Olimpíadas, que serão justamente disputadas no Taiti, ilha que faz parte do território francês. Última chance Medina, assim como outros surfistas brasileiros, ainda terá mais uma chance de classificação para Paris 2024 através do ISA Games. Isto se o Brasil for campeão da edição do ano que vem em Porto Rico e a depender dos critérios de convocação da Confederação Brasileira de Surfe. Entenda mais sobre a corrida olímpica do surfe aqui. Tudo ou nada Medina e Robinson caíram no mar numa disputa direta pela última vaga do Finals. Para ambos, só a vitória interessava. Gabriel não perdeu tempo e com segundos de bateria já pegou um tubo de nota 6.83. Seis minutos depois, com Jack Robinson ainda zerado, Medina encontrou uma onda maior e conseguiu entubar. Com 8.17, o brasileiro chegou ao somatório 15.00. O australiano esperou por 12 minutos com a prioridade para escolher a onda da série. Jack encontrou um bom tubo com nota 7.83 e voltou ao jogo, precisando de um 7.18 para virar faltando ainda 25 minutos para o fim da bateria. Novamente, o australiano esperou com a prioridade para escolher a onda certa. Faltando oito minutos, ele pegou outro bom tubo. A nota demorou a sair e quando veio, quase quatro minutos depois, deu a virada para Jack. Com outro 7.83, ele venceu com somatório 15.66. Top-5 definido Filipe Toledo (BRA) Griffin Colapinto (EUA) Ethan Ewing (AUS) João Chianca (BRA) Jack Robinson (AUS) Caroline Marks campeã No feminino, a americana Caroline Marks venceu a compatriota Caitlin Simmers na final. Num momento de poucas ondulações em Teahupoo, Marks arriscou em três oportunidades e terminou com somatório 9.23 (5.33 + 3.90). A jovem Caitlin, revelação da temporada, não conseguiu encaixar nenhum bom tubo em seis tentativas e ficou com somatório muito abaixo, apenas 3.94 (3.17 + 0.77).",E
55,"WSL 2023: veja o ranking do Circuito Mundial de Surfe Filipe Toledo lidera a lista da temporada até agora Chegou ao fim a temporada regular do Circuito Mundial de surfe após a décima etapa, em Teahupoo. Após disputa acirradíssima no Taiti, João Chianca se juntou a Filipe Toledo no top-5 dos finalistas que disputarão o título de 2023 a partir de setembro, em Trestles, na Califórnia. Por um detalhe, Gabriel Medina e Yago Dora não estarão no Finals. No feminino, Tatiana Weston Webb também ficou de fora da lista. Confira abaixo ranking atualizado. Assim como no ano passado, a temporada 2023 teve 10 etapas regulares antes da disputa do WSL Finals, em setembro, na Califórnia. O evento decisivo, que acontece no formato de mata-mata reunirá apenas os cinco melhores colocados dos rankings masculino e feminino. O Brasil busca o seu sétimo título mundial de surfe. Uma informação importante: o descarte do pior resultado de cada surfista acontece apenas antes do corte de meio de temporada. Os resultados obtidos após o corte são todos válidos para a classificação dos atletas à final. Veja os campeões e campeãs de cada etapa 1ª etapa: Pipeline, Havaí: Jack Robinson (AUS) e Carissa Moore (HAV) 2ª etapa: Sunset Beach, Havaí: Filipe Toledo (BRA) e Molly Picklum (AUS) 3ª etapa: Peniche, Portugal: João Chianca (BRA) e Cailtin Simmers (EUA) 4ª etapa: Bells Beach, Austrália: Ethan Ewing (AUS) e Tyler Wright (AUS) 5ª etapa: Margaret River, Austrália: Gabriel Medina (BRA) e Carissa Moore (HAV) 6ª etapa: Surf Ranch, Estados Unidos: Griffin Colapinto (EUA) e Carissa Moore (HAV) 7ª etapa: Punta Roca, El Salvador: Filipe Toledo (BRA) e Caroline Marks (EUA) 8ª etapa: Saquarema, Brasil: Yago Dora (BRA) e Caitlin Simmers (EUA) 9ª etapa: Jeffreys Bay, África do Sul: Filipe Toledo (BRA) e Lakey Peterson (EUA) 10ª etapa: Teahupoo, Taiti: Jack Robinson (AUS) e Caroline Marks (EUA)",E
56,"Santos recebe os melhores surfistas do estado no 2º ASL Long Festival 2023 Parque Municipal Roberto Mário Santini será o cenário do surfe paulista entre os próximos dias 26 e 27. A cidade de Santos será sede do 2º ASL Long Festival 2023. O Parque Municipal Roberto Mário Santini, no Quebra Mar, será o cenário do surfe paulista entre os próximos dias 26 e 27. A competição é realizada por meio de uma parceria entre a Associação Santista de Longboarder (ASL) com a Federação de Surf do Estado de São Paulo (SPSurf). O evento promete reunir os melhores atletas do estado focados no título estadual de longboard. – Estamos trabalhando junto com a ASL para criar melhores oportunidades, oferecendo o título estadual, para os surfistas que fizeram histórias e aos que estão escrevendo as suas. Estamos ansiosos para este evento e para continuar a celebrar os melhores longboarders do Estado de São Paulo – disse Zé Paulo, presidente da SPSurf. O evento engloba mais de 100 atletas e as categorias em disputas serão a Pro AM Masculino e Feminino, além do 40 +, 50 + e 60 + Masculino e Iniciantes Feminino, e promete ser muito emocionante. Com competições separadas para homens e mulheres, o evento reflete a crescente popularidade da igualdade de gênero no esporte. Entre os profissionais, destaque para Leco Salazar - atual campeão mundial na categoria Sup Longboard -, Carlos Bahia - campeão brasileiro de longboard -, Jefson Silva - campeão panamericano 2022 -, além dos talentosos e também colecionadores de títulos: Jonas Lima, Théo Cabeleira, Leo Gimenes, Alysson César, Mulinha, entre outros. No feminino, Monique Pontes, Kaylane de Souza, Renata Porcaro, Ayllar Cinti são as atletas com grandes chances de vitórias neste evento que valerá o também o Título Feminino Estadual de Longboard. Com um clima de confraternização, o evento promete atrair tanto os entusiastas do surfe quanto os simpatizantes que desejam vivenciar a energia do esporte dos deuses nesses dois dias de disputas. Além da busca pela vitória, o torneio também é uma oportunidade para os espectadores apreciarem a conexão entre os atletas e o oceano, bem como a cultura vibrante que envolve o mundo do surfe, com exposições das marcas apoiadoras e muita música ao vivo. Premiação A premiação do 2º A.S.L. Long Festival 2023 será de R$ 5 mil divididos entre os campeões do Masculino e Feminino da Pro, além de blocos Keahana, de longs da Viking, Classic, Silver Surf, Evidence e Firehand, troféus, kits, saches de café, cordinhas, quilhas, camisetas, medalhas de participação a todos os inscritos e usinagem dos blocos para todos os segundos lugares das categorias e lâminas ou sedas da Visual Boards.",E
57,"Balneário Camboriú recebe a 2ª etapa do Circuito Surf Talentos Oceano 2023 Depois de passar pela praia do Silveira em Garopaba, chegou a vez do litoral norte catarinense receber surfistas amadores de todo o país para a segunda etapa do Circuito Surf Talentos Oceano 2023. A competição acontece neste final de semana e vai reunir os melhores surfistas até 18 anos na praia central de Balneário Camboriú. A disputa vale 10 mil pontos para o Circuito Fecasurf de Base 2023, além de pontos para Circuito Surf Talentos Oceano, cujo campeão será definido após quatro etapas. Os atletas vão competir em nove categorias: sub-08, sub-10, sub-12, sub-14, sub-16, sub-18 Masculinas, e sub-12, sub-14 e sub-18 Femininas. Tudo isso só será possível porque um dos efeitos colaterais do alargamento da faixa de areia da Praia Central foi a formação de uma bancada que proporciona boas ondas. Ainda não está claro se essa bancada deve permanecer por um longo tempo na beira da praia ou se é um fato apenas de relativo curto prazo por conta das obras de alargamento. Só o tempo dirá.",E
58,"Isaquias Queiroz busca vaga em Paris 2024 após nascimento do 2º filho Campeão olímpico é o principal destaque do Brasil no Mundial de canoagem velocidade, que acontece na cidade de Duisburg, na Alemanha, a partir desta quarta O brasileiro Isaquias Queiros é um dos principais destaques do Mundial de canoagem velocidade que irá começar nesta quarta. No berço alemão da modalidade, em Duisburg, o Brasil terá oito atletas olímpicos e dezessete na competição paralímpica, que acontece entre 23 e 27 de agosto. A vontade de vencer é a mesma, mas os motivos do campeão olímpico foram renovados. Assista ao vídeo! - Eu estou muito feliz, esse ano tive a oportunidade de ficar mais perto do meu filho. Em 2017, não tive essa oportunidade, estava na República Tcheca, quando o Sebástian (primeiro filho) nasceu, fui para a água, ganhei a medalha de bronze ainda. Esse ano tive a oportunidade de ficar com o Luigi, para mim é uma sensação incrível, muito importante para mim. Espero que eu possa no Mundial ganhar muitas medalhas, para trazer para casa e que ele possa brincar com elas igual o Sebastian. Para mim, foi muito especial ver meu segundo filho nascer. Agora é focar no Mundial, para ganhar duas medalhas, voltar para casa e curtir minha família - falou o campeão olímpico. Isaquias Queiroz irá disputar duas provas no Mundial, que pode garantir sua participação nos Jogos Olímpicos de Paris 2024. Primeiramente a prova individual do C1 1000m e o C2 500m, que reeditará a parceria de Tóquio 2020 com Jacky Godmann. - A gente está se encaixando ainda, ele falta pegar ainda muita resistência, força, mas como é uma prova de explosão, uma prova rápida, acho que vai dar pra segurar muito bem. Acho que vai dar para chegar bem no Mundial. A gente conseguindo uma vaga no C2 já está bom demais, até pelo pouco tempo que estamos no C2, acho que tem umas três ou quatro semanas treinando com o Jack. Chance de medalha todo mundo tem, entrando na água ali é cada um por si, todo mundo tem chance. Esperamos que a gente possa sair com a medalha - completou. A delegação olímpica completa é composta por: Filipe Vieira Santana, Isaquias Queiroz, Jacky Godmann, Vagner Souta, Valdenice Conceição, Ana Paula Vergutz e Andreia Santos de Oliveira. O sportv transmite as semifinais e finais do Mundial de canoagem velocidade, que acontece em Duisburg, na Alemanha, entre sexta e domingo. Maior delegação paralímpica da história Simultaneamente, o Brasil conta com a maior delegação da história nesta edição do Mundial de paracanoagem com dezessete atletas. Campeão paralímpico, Fernando Rufino disputará o VL2 e o KL2. - Será um dos mundiais mais difíceis, pois teremos muitas eliminatórias, mas treinamos na água estamos preparados para dar o melhor para o Brasil - concluiu",E
59,"Alison dos Santos vai à final dos 400m com barreiras no Mundial Brasileiro faz seu melhor tempo na temporada (47s38) em Budapeste, seis meses após cirurgia no joelho. Confira resultados Alison dos Santos garantiu vaga na final dos 400m com barreiras do Mundial de Atletismo em Budapeste. O brasileiro, que busca o bicampeonato, se classificou com seu melhor tempo da temporada: 47s38. O evento é o principal do calendário do medalhista olímpico, que em fevereiro passou por cirurgia no joelho. A disputa por medalha será na quarta-feira, a partir das 16h50, com acompanhamento em tempo real do ge e transmissão do SporTV2. Alison dos Santos correu a segunda semifinal do dia. O brasileiro teve uma ótima largada na raia 8, ocupando a dianteira até a sexta barreira. Na oitava, o francês Vaillant se aproximou, e Rai Benjamin passou à frente de Piu. O americano, medalhista de prata em Tóquio, terminou na liderança com 47s24. Na reta final, o brasileiro conferiu o posicionamento do francês e, com a certeza da segunda posição e da vaga na decisão, completou a prova sem forçar as últimas passadas. Alison ficou com o quinto melhor tempo geral das semifinais. A melhor marca foi do campeão olímpico e recordista mundial, o norueguês Karten Warholm, que completou a prova em 47s09. Na sequência vieram o americano Rai Benjamin (47s24), o jamaicano Roshawn Clarke (47s34) e o americano Trevor Bassit, que alcançou a melhor marca da carreira ao correr os mesmos 47s38 de Alison. Não avançaram O Brasil teve outros quatro brasileiros em ação nesta segunda-feira. Nos 400m com barreiras feminino, a brasileira Chayenne Pereira da Silva não conseguiu avançar às semifinais. Ao completar a prova em 56s25, ela ficou com o 31º tempo da fase qualificatória - as 24 primeiras avançavam. Com 53s39, a holandesa Femke Bol obteve a melhor marca. - Já achei que seria difícil, mas estou muito feliz com meu desempenho, ano passado o Mundial foi frustrante para mim. Nesse ano estava me cobrando para fazer melhor que no ano passado. Infelizmente, não aconteceu da forma que eu queria esse ano, mas estar na pista com os melhores do mundo e correndo de forma saudável dá uma perspectiva de que ainda estou no jogo. Eu sei onde eu posso chegar - disse. No salto com vara, Juliana Campos fez sua estreia em Mundiais. Após passar os 4,50m, a brasileira não conseguiu alcançar os 4,65m para avançar às finais. Juliana tem como principal marca da carreira 4m60. Satisfeita com sua prova, ela afirmou que sua vitória foi ter chegado ao Mundial. Sem condições de ter suas próprias varas, a brasileira usa emprestado o material de Fabiana Murer, ex-atleta e campeã mundial da modalidade. - É muito difícil não chorar, é muito difícil chegar a uma competição deste nível. Eu estou muito feliz com a minha prova, com a minha estreia - avaliou. Nos 110m com barreiras, os brasileiros Eduardo Rodrigues e Rafael Pereira também não chegaram às finais. Os dois fizeram o mesmo tempo, 13s52, completando as semifinais na 18ª e 19ª posições. Na disputa por medalha, o americano Grant Holloway correu em 12s96 e ficou com o ouro, seguido pelo jamaicano Parchment (13s07) e pelo também americano Roberts (13s09). Com o resultado, Holloway torna-se o segundo tricampeão da história dos 110m com barreiras em mundiais.",E
60,"Mundial de Atletismo: movimento de rival de Piu gera polêmica; veja Vídeo flagra passada de perna de Karsten Warholm por fora da barreira. Nas redes sociais, torcedores pedem desclassificação de norueguês, maior favorito ao ouro nos 400m com barreiras O norueguês Karsten Warholm virou alvo de pedidos de desclassificação no Mundial de Atletismo, disputado em Budapeste. Um vídeo da segunda bateria das semifinais dos 400m com barreiras mostra um suposto movimento irregular do atleta, principal favorito ao ouro na prova e maior rival de Alison dos Santos, o Piu. Warholm teria passado a perna por fora de uma das barreiras, o que é proibido. Ele passou à final com o melhor tempo da história das semifinais dos Mundiais, com 47s09. Nas redes sociais, iniciou-se um movimento com pedidos de desclassificação de Warholm. Até agora, porém, não houve nenhum protesto oficial junto à organização. Atual campeão olímpico e bicampeão mundial, Karsten Warholm é o grande rival de Alison dos Santos na busca pelo título em Budapeste. O norueguês sobrou nas semifinais e avançou com o melhor tempo. O brasileiro ficou em segundo na primeira série da disputa e quinto no geral, com 47s38. Foi o melhor tempo do brasileiro na temporada. Ele, que passou por uma cirurgia no joelho em fevereiro, busca o bicampeonato mundial. A disputa por medalha será na quarta-feira, a partir das 16h50, com acompanhamento em tempo real do ge e transmissão do SporTV2.",E
61,"Ministério do Esporte divulga lista de contemplados pelo Bolsa Atleta Pasta anuncia 7.215 nomes que receberão auxílio do Governo pelo próximo ano O Ministério do Esporte anunciou nesta segunda-feira a lista com os 7.215 nomes contemplados pelo Programa Bolsa Atleta pelos próximos 12 meses. De acordo com a pasta, é a maior lista desde o início do programa, em 2005. A lista completa pode ser conferida aqui. De acordo com nota divulgada nesta segunda-feira, mais de R$ 78,7 milhões foram destinados para o pagamento das bolsas para as categorias Atleta de Base e Estudantil, com um benefício mensal de R$ 370. O grupo classificado na Nacional recebe R$ 925; o da Internacional, R$ 1.850 mensais; e o da Olímpico ou Paralímpico, R$ 3.100. Já a categoria Atleta Pódio oferece entre R$ 5 mil e R$ 15 mil por mês para os que estejam entre os 20 primeiros do ranking mundial de sua modalidade ou prova específica e que atendam aos critérios estabelecidos pela legislação aplicável. De acordo com portaria publicada no mês de abril, 7.887 atletas foram contemplados, sendo a maior lista desde que os pagamentos começaram a ser feitos, em 2005, e quase 20% maior que a do edital de 2022, quando foram contemplados 6.419 atletas. A publicação desta segunda, porém, traz apenas nomes dos esportistas que confirmaram a adesão com a assinatura do termo. Os recursos para o pagamento das bolsas já estavam previstos no Orçamento-Geral da União de 2023, pelo Ministério do Esporte, que projetou mais de R$ 120,5 milhões de despesas para o Bolsa Atleta, até o início de 2024. O Ministério do Esporte afirma que o Bolsa Atleta apoia 5.898 atletas olímpicos e 1.970 representantes de modalidades paralímpicas. Do total, 3.478 (44,2%) são mulheres e 4.390 (55,8%), homens. No recorte por faixa etária, quase 65% dos contemplados têm até 23 anos, o que indica um foco na nova geração. Os atletas entre 14 e 18 anos representam a maior fatia de contemplados: 3.236 beneficiários. Entre os atletas contemplados, 23 nomes da seleção brasileira feminina de futebol, que disputou a Copa do Mundo na Austrália e Nova Zelândia. Toda a seleção de conjunto de ginástica rítmica também é beneficiária do Bolsa Atleta. O Programa Bolsa Atleta foi criado em 2005, com o objetivo de patrocinar esportistas de alto rendimento, que tenham bons resultados em competições nacionais e internacionais. O Bolsa Atleta é voltado para esportistas a partir de 14 anos e é considerado um dos maiores programas do mundo de patrocínio direto.",E
